id,time_id,site_id,project_id,account_id,variance,budgeted_cost,actual_cost,created_at,created_by,date,day,day_name,month,year,site_name,region,latitude,longitude,project_name,project_manager,status,start_date,end_date,account_name,account_type,budget_category,cost
367,20250124,10,11,25,Under,153281,198646,2025-01-24 08:00:00,user_71,2025-01-24,24,Friday,1,2025,Site 10,West,-3,-38,Project 11,Manager 9,Completed,2024-03-21,2026-02-09,Account 25,CAPEX,Software,38353
666,20250125,16,9,29,On Budget,140530,143980,2025-01-25 08:00:00,user_63,2025-01-25,25,Saturday,1,2025,Site 16,East,70,136,Project 9,Manager 8,Completed,2023-12-03,2025-06-29,Account 29,OPEX,Hardware,14577
1105,20250126,15,9,29,Under,194528,190485,2025-01-26 08:00:00,user_54,2025-01-26,26,Sunday,1,2025,Site 15,North,6,-140,Project 9,Manager 8,Completed,2023-12-03,2025-06-29,Account 29,OPEX,Hardware,14577
1060,20250126,12,9,29,On Budget,15780,156171,2025-01-26 08:00:00,user_34,2025-01-26,26,Sunday,1,2025,Site 12,North,-67,14,Project 9,Manager 8,Completed,2023-12-03,2025-06-29,Account 29,OPEX,Hardware,14577
560,20250127,18,19,29,Under,8347,141030,2025-01-27 08:00:00,user_4,2025-01-27,27,Monday,1,2025,Site 18,North,-79,158,Project 19,Manager 5,Completed,2023-12-05,2026-01-21,Account 29,OPEX,Hardware,14577
74,20250128,20,3,29,Under,197553,88494,2025-01-28 08:00:00,user_33,2025-01-28,28,Tuesday,1,2025,Site 20,South,-65,14,Project 3,Manager 2,On Hold,2024-01-14,2026-02-11,Account 29,OPEX,Hardware,14577
548,20250128,4,3,29,Over,134085,40817,2025-01-28 08:00:00,user_14,2025-01-28,28,Tuesday,1,2025,Site 4,North,61,36,Project 3,Manager 2,On Hold,2024-01-14,2026-02-11,Account 29,OPEX,Hardware,14577
501,20250129,6,43,29,On Budget,52483,81013,2025-01-29 08:00:00,user_61,2025-01-29,29,Wednesday,1,2025,Site 6,South,-31,78,Project 43,Manager 1,On Hold,2023-12-05,2025-12-31,Account 29,OPEX,Hardware,14577
381,20250130,16,22,29,On Budget,17690,16043,2025-01-30 08:00:00,user_81,2025-01-30,30,Thursday,1,2025,Site 16,East,70,136,Project 22,Manager 9,On Hold,2023-12-06,2026-02-14,Account 29,OPEX,Hardware,14577
515,20250130,5,22,29,Under,99175,200638,2025-01-30 08:00:00,user_22,2025-01-30,30,Thursday,1,2025,Site 5,North,-83,-133,Project 22,Manager 9,On Hold,2023-12-06,2026-02-14,Account 29,OPEX,Hardware,14577
493,20250131,9,28,29,Under,96412,124323,2025-01-31 08:00:00,user_28,2025-01-31,31,Friday,1,2025,Site 9,East,-89,-99,Project 28,Manager 9,Active,2023-12-07,2026-02-15,Account 29,OPEX,Hardware,14577
1136,20250131,2,28,29,Over,129846,60304,2025-01-31 08:00:00,user_10,2025-01-31,31,Friday,1,2025,Site 2,South,-33,-109,Project 28,Manager 9,Active,2023-12-07,2026-02-15,Account 29,OPEX,Hardware,14577
254,20250201,18,25,29,Under,95474,206654,2025-02-01 08:00:00,user_38,2025-02-01,1,Saturday,2,2025,Site 18,North,-79,158,Project 25,Manager 1,Active,2023-12-22,2026-02-16,Account 29,OPEX,Hardware,14577
14,20250202,4,25,29,On Budget,54828,70773,2025-02-02 08:00:00,user_91,2025-02-02,2,Sunday,2,2025,Site 4,North,61,36,Project 25,Manager 1,Active,2023-12-22,2026-02-16,Account 29,OPEX,Hardware,14577
821,20250202,1,31,29,On Budget,18226,31768,2025-02-02 08:00:00,user_7,2025-02-02,2,Sunday,2,2025,Site 1,North,-84,-40,Project 31,Manager 4,On Hold,2023-12-08,2026-01-25,Account 29,OPEX,Hardware,14577
101,20250203,1,30,29,Under,182631,147287,2025-02-03 08:00:00,user_10,2025-02-03,3,Monday,2,2025,Site 1,North,-84,-40,Project 30,Manager 10,Completed,2024-01-15,2026-01-04,Account 29,OPEX,Hardware,14577
772,20250204,11,30,29,Over,117081,110133,2025-02-04 08:00:00,user_78,2025-02-04,4,Tuesday,2,2025,Site 11,South,-35,-8,Project 30,Manager 10,Completed,2024-01-15,2026-01-04,Account 29,OPEX,Hardware,14577
421,20250204,14,45,29,Under,125182,200057,2025-02-04 08:00:00,user_75,2025-02-04,4,Tuesday,2,2025,Site 14,East,-79,55,Project 45,Manager 4,Active,2024-01-17,2026-02-17,Account 29,OPEX,Hardware,14577
1020,20250205,18,12,29,Over,169585,188374,2025-02-05 08:00:00,user_24,2025-02-05,5,Wednesday,2,2025,Site 18,North,-79,158,Project 12,Manager 10,Completed,2023-12-10,2026-01-26,Account 29,OPEX,Hardware,14577
873,20250206,19,12,29,Over,187361,52303,2025-02-06 08:00:00,user_38,2025-02-06,6,Thursday,2,2025,Site 19,South,-16,-140,Project 12,Manager 10,Completed,2023-12-10,2026-01-26,Account 29,OPEX,Hardware,14577
114,20250206,1,40,29,On Budget,90984,163929,2025-02-06 08:00:00,user_83,2025-02-06,6,Thursday,2,2025,Site 1,North,-84,-40,Project 40,Manager 8,Active,2023-12-11,2025-12-14,Account 29,OPEX,Hardware,14577
990,20250207,7,5,29,Under,183030,100322,2025-02-07 08:00:00,user_2,2025-02-07,7,Friday,2,2025,Site 7,North,53,-79,Project 5,Manager 5,On Hold,2023-12-13,2026-01-28,Account 29,OPEX,Hardware,14577
223,20250207,20,47,29,On Budget,93504,151749,2025-02-07 08:00:00,user_4,2025-02-07,7,Friday,2,2025,Site 20,South,-65,14,Project 47,Manager 5,Completed,2023-12-25,2025-12-17,Account 29,OPEX,Hardware,14577
407,20250208,9,47,29,Over,12695,91821,2025-02-08 08:00:00,user_35,2025-02-08,8,Saturday,2,2025,Site 9,East,-89,-99,Project 47,Manager 5,Completed,2023-12-25,2025-12-17,Account 29,OPEX,Hardware,14577
417,20250209,7,47,29,On Budget,69258,43470,2025-02-09 08:00:00,user_53,2025-02-09,9,Sunday,2,2025,Site 7,North,53,-79,Project 47,Manager 5,Completed,2023-12-25,2025-12-17,Account 29,OPEX,Hardware,14577
919,20250209,19,15,29,On Budget,44051,154392,2025-02-09 08:00:00,user_54,2025-02-09,9,Sunday,2,2025,Site 19,South,-16,-140,Project 15,Manager 7,On Hold,2024-02-21,2026-02-20,Account 29,OPEX,Hardware,14577
774,20250210,17,42,29,On Budget,15095,140485,2025-02-10 08:00:00,user_58,2025-02-10,10,Monday,2,2025,Site 17,East,57,-82,Project 42,Manager 6,Completed,2023-12-14,2026-01-29,Account 29,OPEX,Hardware,14577
52,20250211,11,18,29,On Budget,188811,76422,2025-02-11 08:00:00,user_2,2025-02-11,11,Tuesday,2,2025,Site 11,South,-35,-8,Project 18,Manager 9,Completed,2023-12-15,2026-02-21,Account 29,OPEX,Hardware,14577
675,20250211,13,18,29,Under,100201,200056,2025-02-11 08:00:00,user_67,2025-02-11,11,Tuesday,2,2025,Site 13,North,1,-4,Project 18,Manager 9,Completed,2023-12-15,2026-02-21,Account 29,OPEX,Hardware,14577
433,20250212,5,6,29,Under,37119,15192,2025-02-12 08:00:00,user_7,2025-02-12,12,Wednesday,2,2025,Site 5,North,-83,-133,Project 6,Manager 6,Active,2023-12-27,2026-01-30,Account 29,OPEX,Hardware,14577
935,20250213,3,26,29,Over,80595,24171,2025-02-13 08:00:00,user_22,2025-02-13,13,Thursday,2,2025,Site 3,North,83,99,Project 26,Manager 4,Active,2023-12-17,2026-01-31,Account 29,OPEX,Hardware,14577
182,20250213,9,29,29,On Budget,43626,118680,2025-02-13 08:00:00,user_29,2025-02-13,13,Thursday,2,2025,Site 9,East,-89,-99,Project 29,Manager 9,Active,2023-12-29,2026-01-13,Account 29,OPEX,Hardware,14577
589,20250214,10,44,29,On Budget,174853,101813,2025-02-14 08:00:00,user_71,2025-02-14,14,Friday,2,2025,Site 10,West,-3,-38,Project 44,Manager 7,On Hold,2024-01-31,2026-02-23,Account 29,OPEX,Hardware,14577
282,20250214,14,24,29,Under,122581,102958,2025-02-14 08:00:00,user_11,2025-02-14,14,Friday,2,2025,Site 14,East,-79,55,Project 24,Manager 1,On Hold,2023-12-18,2026-02-23,Account 29,OPEX,Hardware,14577
264,20250215,17,32,29,Over,137176,126688,2025-02-15 08:00:00,user_25,2025-02-15,15,Saturday,2,2025,Site 17,East,57,-82,Project 32,Manager 6,Completed,2023-12-30,2026-02-24,Account 29,OPEX,Hardware,14577
816,20250216,10,41,29,Over,89116,56574,2025-02-16 08:00:00,user_37,2025-02-16,16,Sunday,2,2025,Site 10,West,-3,-38,Project 41,Manager 4,Active,2024-01-01,2026-02-05,Account 29,OPEX,Hardware,14577
554,20250216,11,33,29,Under,114750,163644,2025-02-16 08:00:00,user_36,2025-02-16,16,Sunday,2,2025,Site 11,South,-35,-8,Project 33,Manager 2,Active,2024-02-07,2026-03-01,Account 29,OPEX,Hardware,14577
374,20250217,9,33,29,On Budget,29962,39543,2025-02-17 08:00:00,user_8,2025-02-17,17,Monday,2,2025,Site 9,East,-89,-99,Project 33,Manager 2,Active,2024-02-07,2026-03-01,Account 29,OPEX,Hardware,14577
576,20250218,15,16,29,On Budget,165878,166825,2025-02-18 08:00:00,user_6,2025-02-18,18,Tuesday,2,2025,Site 15,North,6,-140,Project 16,Manager 7,On Hold,2024-01-03,2026-02-09,Account 29,OPEX,Hardware,14577
1096,20250218,4,11,29,Over,198667,188181,2025-02-18 08:00:00,user_63,2025-02-18,18,Tuesday,2,2025,Site 4,North,61,36,Project 11,Manager 9,Completed,2024-03-21,2026-02-09,Account 29,OPEX,Hardware,14577
691,20250219,6,9,10,Over,171957,123365,2025-02-19 08:00:00,user_58,2025-02-19,19,Wednesday,2,2025,Site 6,South,-31,78,Project 9,Manager 8,Completed,2023-12-03,2025-06-29,Account 10,CAPEX,Infrastructure,67562
852,20250220,18,38,10,On Budget,18834,94058,2025-02-20 08:00:00,user_100,2025-02-20,20,Thursday,2,2025,Site 18,North,-79,158,Project 38,Manager 5,On Hold,2023-12-04,2025-09-17,Account 10,CAPEX,Infrastructure,67562
102,20250220,12,38,10,On Budget,116230,184961,2025-02-20 08:00:00,user_59,2025-02-20,20,Thursday,2,2025,Site 12,North,-67,14,Project 38,Manager 5,On Hold,2023-12-04,2025-09-17,Account 10,CAPEX,Infrastructure,67562
19,20250221,20,37,10,Under,148638,4106,2025-02-21 08:00:00,user_37,2025-02-21,21,Friday,2,2025,Site 20,South,-65,14,Project 37,Manager 6,Active,2024-03-01,2025-12-04,Account 10,CAPEX,Infrastructure,67562
976,20250221,6,46,10,Over,36089,62289,2025-02-21 08:00:00,user_89,2025-02-21,21,Friday,2,2025,Site 6,South,-31,78,Project 46,Manager 8,Active,2024-01-12,2026-01-23,Account 10,CAPEX,Infrastructure,67562
926,20250222,17,3,10,Under,75723,186990,2025-02-22 08:00:00,user_70,2025-02-22,22,Saturday,2,2025,Site 17,East,57,-82,Project 3,Manager 2,On Hold,2024-01-14,2026-02-11,Account 10,CAPEX,Infrastructure,67562
185,20250223,5,3,10,Under,187471,40383,2025-02-23 08:00:00,user_58,2025-02-23,23,Sunday,2,2025,Site 5,North,-83,-133,Project 3,Manager 2,On Hold,2024-01-14,2026-02-11,Account 10,CAPEX,Infrastructure,67562
923,20250223,16,43,10,Over,189367,124398,2025-02-23 08:00:00,user_96,2025-02-23,23,Sunday,2,2025,Site 16,East,70,136,Project 43,Manager 1,On Hold,2023-12-05,2025-12-31,Account 10,CAPEX,Infrastructure,67562
148,20250224,17,43,10,Over,62807,107615,2025-02-24 08:00:00,user_8,2025-02-24,24,Monday,2,2025,Site 17,East,57,-82,Project 43,Manager 1,On Hold,2023-12-05,2025-12-31,Account 10,CAPEX,Infrastructure,67562
962,20250225,5,17,10,On Budget,171870,127873,2025-02-25 08:00:00,user_84,2025-02-25,25,Tuesday,2,2025,Site 5,North,-83,-133,Project 17,Manager 5,On Hold,2024-02-14,2026-02-12,Account 10,CAPEX,Infrastructure,67562
269,20250225,9,22,10,On Budget,194499,154176,2025-02-25 08:00:00,user_34,2025-02-25,25,Tuesday,2,2025,Site 9,East,-89,-99,Project 22,Manager 9,On Hold,2023-12-06,2026-02-14,Account 10,CAPEX,Infrastructure,67562
69,20250226,20,31,10,Over,65680,79524,2025-02-26 08:00:00,user_90,2025-02-26,26,Wednesday,2,2025,Site 20,South,-65,14,Project 31,Manager 4,On Hold,2023-12-08,2026-01-25,Account 10,CAPEX,Infrastructure,67562
527,20250226,8,30,10,Under,126707,17128,2025-02-26 08:00:00,user_23,2025-02-26,26,Wednesday,2,2025,Site 8,West,-34,49,Project 30,Manager 10,Completed,2024-01-15,2026-01-04,Account 10,CAPEX,Infrastructure,67562
115,20250227,15,45,10,On Budget,112032,34585,2025-02-27 08:00:00,user_6,2025-02-27,27,Thursday,2,2025,Site 15,North,6,-140,Project 45,Manager 4,Active,2024-01-17,2026-02-17,Account 10,CAPEX,Infrastructure,67562
1016,20250228,9,4,10,On Budget,110389,63214,2025-02-28 08:00:00,user_96,2025-02-28,28,Friday,2,2025,Site 9,East,-89,-99,Project 4,Manager 4,Active,2023-12-08,2026-02-18,Account 10,CAPEX,Infrastructure,67562
968,20250228,12,4,10,Under,143834,171495,2025-02-28 08:00:00,user_66,2025-02-28,28,Friday,2,2025,Site 12,North,-67,14,Project 4,Manager 4,Active,2023-12-08,2026-02-18,Account 10,CAPEX,Infrastructure,67562
736,20250301,13,4,10,On Budget,15795,87706,2025-03-01 08:00:00,user_73,2025-03-01,1,Saturday,3,2025,Site 13,North,1,-4,Project 4,Manager 4,Active,2023-12-08,2026-02-18,Account 10,CAPEX,Infrastructure,67562
834,20250302,15,12,10,Under,23247,160830,2025-03-02 08:00:00,user_88,2025-03-02,2,Sunday,3,2025,Site 15,North,6,-140,Project 12,Manager 10,Completed,2023-12-10,2026-01-26,Account 10,CAPEX,Infrastructure,67562
60,20250302,12,12,10,Over,190602,144020,2025-03-02 08:00:00,user_36,2025-03-02,2,Sunday,3,2025,Site 12,North,-67,14,Project 12,Manager 10,Completed,2023-12-10,2026-01-26,Account 10,CAPEX,Infrastructure,67562
260,20250303,7,49,10,Under,79819,173318,2025-03-03 08:00:00,user_99,2025-03-03,3,Monday,3,2025,Site 7,North,53,-79,Project 49,Manager 9,Active,2023-12-24,2026-01-26,Account 10,CAPEX,Infrastructure,67562
291,20250304,8,27,10,Under,20979,149940,2025-03-04 08:00:00,user_95,2025-03-04,4,Tuesday,3,2025,Site 8,West,-34,49,Project 27,Manager 2,Active,2023-12-12,2026-02-19,Account 10,CAPEX,Infrastructure,67562
794,20250304,18,5,10,Under,40270,35987,2025-03-04 08:00:00,user_43,2025-03-04,4,Tuesday,3,2025,Site 18,North,-79,158,Project 5,Manager 5,On Hold,2023-12-13,2026-01-28,Account 10,CAPEX,Infrastructure,67562
594,20250305,18,5,10,On Budget,22658,69716,2025-03-05 08:00:00,user_26,2025-03-05,5,Wednesday,3,2025,Site 18,North,-79,158,Project 5,Manager 5,On Hold,2023-12-13,2026-01-28,Account 10,CAPEX,Infrastructure,67562
820,20250305,6,5,10,On Budget,93798,145709,2025-03-05 08:00:00,user_7,2025-03-05,5,Wednesday,3,2025,Site 6,South,-31,78,Project 5,Manager 5,On Hold,2023-12-13,2026-01-28,Account 10,CAPEX,Infrastructure,67562
1029,20250306,11,39,10,Over,111694,99272,2025-03-06 08:00:00,user_85,2025-03-06,6,Thursday,3,2025,Site 11,South,-35,-8,Project 39,Manager 9,Active,2023-12-13,2026-01-28,Account 10,CAPEX,Infrastructure,67562
383,20250307,5,42,10,Over,76832,28468,2025-03-07 08:00:00,user_47,2025-03-07,7,Friday,3,2025,Site 5,North,-83,-133,Project 42,Manager 6,Completed,2023-12-14,2026-01-29,Account 10,CAPEX,Infrastructure,67562
426,20250307,7,29,10,Under,74470,35434,2025-03-07 08:00:00,user_21,2025-03-07,7,Friday,3,2025,Site 7,North,53,-79,Project 29,Manager 9,Active,2023-12-29,2026-01-13,Account 10,CAPEX,Infrastructure,67562
1142,20250308,4,24,10,Under,84497,81065,2025-03-08 08:00:00,user_4,2025-03-08,8,Saturday,3,2025,Site 4,North,61,36,Project 24,Manager 1,On Hold,2023-12-18,2026-02-23,Account 10,CAPEX,Infrastructure,67562
144,20250309,6,24,10,On Budget,90035,207642,2025-03-09 08:00:00,user_77,2025-03-09,9,Sunday,3,2025,Site 6,South,-31,78,Project 24,Manager 1,On Hold,2023-12-18,2026-02-23,Account 10,CAPEX,Infrastructure,67562
793,20250309,3,50,10,Under,101618,103336,2025-03-09 08:00:00,user_98,2025-03-09,9,Sunday,3,2025,Site 3,North,83,99,Project 50,Manager 3,Completed,2024-02-03,2026-02-04,Account 10,CAPEX,Infrastructure,67562
745,20250310,1,50,10,Over,96676,165538,2025-03-10 08:00:00,user_80,2025-03-10,10,Monday,3,2025,Site 1,North,-84,-40,Project 50,Manager 3,Completed,2024-02-03,2026-02-04,Account 10,CAPEX,Infrastructure,67562
301,20250311,11,50,10,Under,127224,143893,2025-03-11 08:00:00,user_46,2025-03-11,11,Tuesday,3,2025,Site 11,South,-35,-8,Project 50,Manager 3,Completed,2024-02-03,2026-02-04,Account 10,CAPEX,Infrastructure,67562
252,20250311,10,50,10,On Budget,59336,184942,2025-03-11 08:00:00,user_41,2025-03-11,11,Tuesday,3,2025,Site 10,West,-3,-38,Project 50,Manager 3,Completed,2024-02-03,2026-02-04,Account 10,CAPEX,Infrastructure,67562
693,20250312,6,7,10,Under,37778,191484,2025-03-12 08:00:00,user_94,2025-03-12,12,Wednesday,3,2025,Site 6,South,-31,78,Project 7,Manager 6,Completed,2023-12-31,2026-02-25,Account 10,CAPEX,Infrastructure,67562
61,20250312,2,36,10,On Budget,38103,171213,2025-03-12 08:00:00,user_14,2025-03-12,12,Wednesday,3,2025,Site 2,South,-33,-109,Project 36,Manager 1,Active,2024-02-04,2026-02-26,Account 10,CAPEX,Infrastructure,67562
161,20250313,15,41,10,Under,160037,18725,2025-03-13 08:00:00,user_65,2025-03-13,13,Thursday,3,2025,Site 15,North,6,-140,Project 41,Manager 4,Active,2024-01-01,2026-02-05,Account 10,CAPEX,Infrastructure,67562
810,20250314,7,34,10,Over,34420,102098,2025-03-14 08:00:00,user_100,2025-03-14,14,Friday,3,2025,Site 7,North,53,-79,Project 34,Manager 6,Active,2024-01-01,2026-02-07,Account 10,CAPEX,Infrastructure,67562
17,20250314,10,33,10,On Budget,112057,89506,2025-03-14 08:00:00,user_90,2025-03-14,14,Friday,3,2025,Site 10,West,-3,-38,Project 33,Manager 2,Active,2024-02-07,2026-03-01,Account 10,CAPEX,Infrastructure,67562
423,20250315,5,16,10,Under,87577,107010,2025-03-15 08:00:00,user_41,2025-03-15,15,Saturday,3,2025,Site 5,North,-83,-133,Project 16,Manager 7,On Hold,2024-01-03,2026-02-09,Account 10,CAPEX,Infrastructure,67562
1139,20250316,17,9,16,On Budget,124986,37917,2025-03-16 08:00:00,user_68,2025-03-16,16,Sunday,3,2025,Site 17,East,57,-82,Project 9,Manager 8,Completed,2023-12-03,2025-06-29,Account 16,OPEX,Hardware,77503
245,20250316,2,38,16,Over,142424,168895,2025-03-16 08:00:00,user_100,2025-03-16,16,Sunday,3,2025,Site 2,South,-33,-109,Project 38,Manager 5,On Hold,2023-12-04,2025-09-17,Account 16,OPEX,Hardware,77503
1005,20250317,18,37,16,Under,152391,44975,2025-03-17 08:00:00,user_8,2025-03-17,17,Monday,3,2025,Site 18,North,-79,158,Project 37,Manager 6,Active,2024-03-01,2025-12-04,Account 16,OPEX,Hardware,77503
62,20250318,19,19,16,Under,120466,93314,2025-03-18 08:00:00,user_7,2025-03-18,18,Tuesday,3,2025,Site 19,South,-16,-140,Project 19,Manager 5,Completed,2023-12-05,2026-01-21,Account 16,OPEX,Hardware,77503
835,20250318,13,21,16,On Budget,178058,20117,2025-03-18 08:00:00,user_28,2025-03-18,18,Tuesday,3,2025,Site 13,North,1,-4,Project 21,Manager 3,On Hold,2023-12-21,2026-02-10,Account 16,OPEX,Hardware,77503
1066,20250319,6,3,16,Under,47874,189063,2025-03-19 08:00:00,user_56,2025-03-19,19,Wednesday,3,2025,Site 6,South,-31,78,Project 3,Manager 2,On Hold,2024-01-14,2026-02-11,Account 16,OPEX,Hardware,77503
1107,20250319,3,43,16,Over,50427,56293,2025-03-19 08:00:00,user_78,2025-03-19,19,Wednesday,3,2025,Site 3,North,83,99,Project 43,Manager 1,On Hold,2023-12-05,2025-12-31,Account 16,OPEX,Hardware,77503
1000,20250320,10,43,16,Under,137328,72593,2025-03-20 08:00:00,user_44,2025-03-20,20,Thursday,3,2025,Site 10,West,-3,-38,Project 43,Manager 1,On Hold,2023-12-05,2025-12-31,Account 16,OPEX,Hardware,77503
628,20250321,5,17,16,Over,26972,78256,2025-03-21 08:00:00,user_70,2025-03-21,21,Friday,3,2025,Site 5,North,-83,-133,Project 17,Manager 5,On Hold,2024-02-14,2026-02-12,Account 16,OPEX,Hardware,77503
961,20250321,19,20,16,On Budget,198948,125491,2025-03-21 08:00:00,user_4,2025-03-21,21,Friday,3,2025,Site 19,South,-16,-140,Project 20,Manager 1,On Hold,2023-12-06,2026-01-24,Account 16,OPEX,Hardware,77503
863,20250322,16,20,16,On Budget,144597,65252,2025-03-22 08:00:00,user_88,2025-03-22,22,Saturday,3,2025,Site 16,East,70,136,Project 20,Manager 1,On Hold,2023-12-06,2026-01-24,Account 16,OPEX,Hardware,77503
1014,20250323,7,22,16,On Budget,179951,93008,2025-03-23 08:00:00,user_79,2025-03-23,23,Sunday,3,2025,Site 7,North,53,-79,Project 22,Manager 9,On Hold,2023-12-06,2026-02-14,Account 16,OPEX,Hardware,77503
1140,20250323,7,30,16,Over,46114,150545,2025-03-23 08:00:00,user_16,2025-03-23,23,Sunday,3,2025,Site 7,North,53,-79,Project 30,Manager 10,Completed,2024-01-15,2026-01-04,Account 16,OPEX,Hardware,77503
409,20250324,12,4,16,On Budget,48746,100387,2025-03-24 08:00:00,user_33,2025-03-24,24,Monday,3,2025,Site 12,North,-67,14,Project 4,Manager 4,Active,2023-12-08,2026-02-18,Account 16,OPEX,Hardware,77503
624,20250325,4,12,16,On Budget,162237,14233,2025-03-25 08:00:00,user_65,2025-03-25,25,Tuesday,3,2025,Site 4,North,61,36,Project 12,Manager 10,Completed,2023-12-10,2026-01-26,Account 16,OPEX,Hardware,77503
733,20250325,16,12,16,On Budget,189247,155055,2025-03-25 08:00:00,user_77,2025-03-25,25,Tuesday,3,2025,Site 16,East,70,136,Project 12,Manager 10,Completed,2023-12-10,2026-01-26,Account 16,OPEX,Hardware,77503
251,20250326,9,40,16,Over,69623,77139,2025-03-26 08:00:00,user_39,2025-03-26,26,Wednesday,3,2025,Site 9,East,-89,-99,Project 40,Manager 8,Active,2023-12-11,2025-12-14,Account 16,OPEX,Hardware,77503
540,20250326,3,49,16,Under,68148,90742,2025-03-26 08:00:00,user_7,2025-03-26,26,Wednesday,3,2025,Site 3,North,83,99,Project 49,Manager 9,Active,2023-12-24,2026-01-26,Account 16,OPEX,Hardware,77503
398,20250327,6,49,16,Over,9375,157973,2025-03-27 08:00:00,user_2,2025-03-27,27,Thursday,3,2025,Site 6,South,-31,78,Project 49,Manager 9,Active,2023-12-24,2026-01-26,Account 16,OPEX,Hardware,77503
608,20250328,8,49,16,Over,21478,73299,2025-03-28 08:00:00,user_30,2025-03-28,28,Friday,3,2025,Site 8,West,-34,49,Project 49,Manager 9,Active,2023-12-24,2026-01-26,Account 16,OPEX,Hardware,77503
1056,20250328,3,1,16,Over,89736,185671,2025-03-28 08:00:00,user_88,2025-03-28,28,Friday,3,2025,Site 3,North,83,99,Project 1,Manager 5,Completed,2023-12-12,2026-02-18,Account 16,OPEX,Hardware,77503
1108,20250329,4,27,16,Under,66530,58901,2025-03-29 08:00:00,user_7,2025-03-29,29,Saturday,3,2025,Site 4,North,61,36,Project 27,Manager 2,Active,2023-12-12,2026-02-19,Account 16,OPEX,Hardware,77503
505,20250330,20,5,16,Over,136197,35409,2025-03-30 08:00:00,user_49,2025-03-30,30,Sunday,3,2025,Site 20,South,-65,14,Project 5,Manager 5,On Hold,2023-12-13,2026-01-28,Account 16,OPEX,Hardware,77503
995,20250330,13,23,16,On Budget,163116,110022,2025-03-30 08:00:00,user_66,2025-03-30,30,Sunday,3,2025,Site 13,North,1,-4,Project 23,Manager 6,Active,2024-01-21,2025-12-15,Account 16,OPEX,Hardware,77503
1092,20250331,20,47,16,Under,167135,165675,2025-03-31 08:00:00,user_89,2025-03-31,31,Monday,3,2025,Site 20,South,-65,14,Project 47,Manager 5,Completed,2023-12-25,2025-12-17,Account 16,OPEX,Hardware,77503
994,20250401,14,47,16,Under,192038,204795,2025-04-01 08:00:00,user_76,2025-04-01,1,Tuesday,4,2025,Site 14,East,-79,55,Project 47,Manager 5,Completed,2023-12-25,2025-12-17,Account 16,OPEX,Hardware,77503
941,20250401,9,15,16,Under,80535,205785,2025-04-01 08:00:00,user_19,2025-04-01,1,Tuesday,4,2025,Site 9,East,-89,-99,Project 15,Manager 7,On Hold,2024-02-21,2026-02-20,Account 16,OPEX,Hardware,77503
546,20250402,20,39,16,On Budget,177272,99235,2025-04-02 08:00:00,user_15,2025-04-02,2,Wednesday,4,2025,Site 20,South,-65,14,Project 39,Manager 9,Active,2023-12-13,2026-01-28,Account 16,OPEX,Hardware,77503
244,20250402,1,39,16,Under,176859,209233,2025-04-02 08:00:00,user_74,2025-04-02,2,Wednesday,4,2025,Site 1,North,-84,-40,Project 39,Manager 9,Active,2023-12-13,2026-01-28,Account 16,OPEX,Hardware,77503
620,20250403,15,39,16,Under,49713,61504,2025-04-03 08:00:00,user_77,2025-04-03,3,Thursday,4,2025,Site 15,North,6,-140,Project 39,Manager 9,Active,2023-12-13,2026-01-28,Account 16,OPEX,Hardware,77503
625,20250404,4,6,16,On Budget,39164,162197,2025-04-04 08:00:00,user_1,2025-04-04,4,Friday,4,2025,Site 4,North,61,36,Project 6,Manager 6,Active,2023-12-27,2026-01-30,Account 16,OPEX,Hardware,77503
796,20250404,17,6,16,On Budget,185526,162538,2025-04-04 08:00:00,user_55,2025-04-04,4,Friday,4,2025,Site 17,East,57,-82,Project 6,Manager 6,Active,2023-12-27,2026-01-30,Account 16,OPEX,Hardware,77503
921,20250405,4,29,16,Over,26781,150404,2025-04-05 08:00:00,user_89,2025-04-05,5,Saturday,4,2025,Site 4,North,61,36,Project 29,Manager 9,Active,2023-12-29,2026-01-13,Account 16,OPEX,Hardware,77503
365,20250406,14,44,16,Under,191159,120353,2025-04-06 08:00:00,user_22,2025-04-06,6,Sunday,4,2025,Site 14,East,-79,55,Project 44,Manager 7,On Hold,2024-01-31,2026-02-23,Account 16,OPEX,Hardware,77503
523,20250406,4,7,16,Over,164646,56363,2025-04-06 08:00:00,user_67,2025-04-06,6,Sunday,4,2025,Site 4,North,61,36,Project 7,Manager 6,Completed,2023-12-31,2026-02-25,Account 16,OPEX,Hardware,77503
292,20250407,14,36,16,Over,95286,172641,2025-04-07 08:00:00,user_49,2025-04-07,7,Monday,4,2025,Site 14,East,-79,55,Project 36,Manager 1,Active,2024-02-04,2026-02-26,Account 16,OPEX,Hardware,77503
575,20250408,20,34,16,On Budget,175210,6307,2025-04-08 08:00:00,user_86,2025-04-08,8,Tuesday,4,2025,Site 20,South,-65,14,Project 34,Manager 6,Active,2024-01-01,2026-02-07,Account 16,OPEX,Hardware,77503
2,20250408,9,33,16,Under,18316,28195,2025-04-08 08:00:00,user_55,2025-04-08,8,Tuesday,4,2025,Site 9,East,-89,-99,Project 33,Manager 2,Active,2024-02-07,2026-03-01,Account 16,OPEX,Hardware,77503
