equipment_usage_id,time_id,date,day,day_name,month,year,site_name,region,latitude,longitude,equipment_name,equipment_type,manufacture,model,capacity,purchase_date,operating_hours,downtime_hours,fuel_consumption,maintenance_cost,created_at,created_by
572,20241229,2024-12-29,29,Sunday,12,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,344,9,1604,556197,2024-12-29 08:00:00,IoT
573,20241229,2024-12-29,29,Sunday,12,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,300,20,1492,636157,2024-12-29 08:00:00,IoT
574,20241230,2024-12-30,30,Monday,12,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,330,18,1775,741849,2024-12-30 08:00:00,IoT
575,20241231,2024-12-31,31,Tuesday,12,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,314,11,1490,591406,2024-12-31 08:00:00,IoT
576,20241231,2024-12-31,31,Tuesday,12,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,256,6,1494,529833,2024-12-31 08:00:00,IoT
577,20250101,2025-01-01,1,Wednesday,1,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,295,7,1610,799692,2025-01-01 08:00:00,IoT
578,20250102,2025-01-02,2,Thursday,1,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,290,18,1502,692593,2025-01-02 08:00:00,IoT
579,20250102,2025-01-02,2,Thursday,1,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,308,12,1361,555870,2025-01-02 08:00:00,IoT
580,20250103,2025-01-03,3,Friday,1,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,246,8,1403,375945,2025-01-03 08:00:00,IoT
581,20250103,2025-01-03,3,Friday,1,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,330,13,1649,785853,2025-01-03 08:00:00,IoT
582,20250104,2025-01-04,4,Saturday,1,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,335,3,1885,685116,2025-01-04 08:00:00,IoT
583,20250105,2025-01-05,5,Sunday,1,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,355,12,1701,832296,2025-01-05 08:00:00,IoT
584,20250105,2025-01-05,5,Sunday,1,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,365,15,2049,934320,2025-01-05 08:00:00,IoT
585,20250106,2025-01-06,6,Monday,1,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,310,13,1374,487857,2025-01-06 08:00:00,IoT
586,20250107,2025-01-07,7,Tuesday,1,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,291,13,1236,370738,2025-01-07 08:00:00,IoT
587,20250107,2025-01-07,7,Tuesday,1,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,341,23,1749,690232,2025-01-07 08:00:00,IoT
588,20250108,2025-01-08,8,Wednesday,1,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,319,16,1485,673120,2025-01-08 08:00:00,IoT
589,20250109,2025-01-09,9,Thursday,1,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,288,11,1586,623012,2025-01-09 08:00:00,IoT
590,20250109,2025-01-09,9,Thursday,1,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,310,6,1907,787509,2025-01-09 08:00:00,IoT
591,20250110,2025-01-10,10,Friday,1,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,305,15,1327,413822,2025-01-10 08:00:00,IoT
592,20250110,2025-01-10,10,Friday,1,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,296,23,1558,581408,2025-01-10 08:00:00,IoT
593,20250111,2025-01-11,11,Saturday,1,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,314,23,1726,698989,2025-01-11 08:00:00,IoT
594,20250112,2025-01-12,12,Sunday,1,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,261,14,1214,359215,2025-01-12 08:00:00,IoT
595,20250112,2025-01-12,12,Sunday,1,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,299,17,1576,542823,2025-01-12 08:00:00,IoT
596,20250113,2025-01-13,13,Monday,1,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,262,23,1433,515425,2025-01-13 08:00:00,IoT
597,20250114,2025-01-14,14,Tuesday,1,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,303,18,1573,562351,2025-01-14 08:00:00,IoT
598,20250114,2025-01-14,14,Tuesday,1,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,308,11,1478,691775,2025-01-14 08:00:00,IoT
599,20250115,2025-01-15,15,Wednesday,1,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,280,12,1533,571460,2025-01-15 08:00:00,IoT
600,20250116,2025-01-16,16,Thursday,1,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,324,3,1525,750120,2025-01-16 08:00:00,IoT
601,20250116,2025-01-16,16,Thursday,1,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,338,14,1718,553784,2025-01-16 08:00:00,IoT
602,20250117,2025-01-17,17,Friday,1,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,295,25,1402,415508,2025-01-17 08:00:00,IoT
603,20250117,2025-01-17,17,Friday,1,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,323,5,1493,515653,2025-01-17 08:00:00,IoT
604,20250118,2025-01-18,18,Saturday,1,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,293,23,1695,742535,2025-01-18 08:00:00,IoT
605,20250119,2025-01-19,19,Sunday,1,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,326,7,1696,585894,2025-01-19 08:00:00,IoT
606,20250119,2025-01-19,19,Sunday,1,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,358,25,2116,937380,2025-01-19 08:00:00,IoT
607,20250120,2025-01-20,20,Monday,1,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,280,20,1504,679770,2025-01-20 08:00:00,IoT
608,20250121,2025-01-21,21,Tuesday,1,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,298,17,1468,565556,2025-01-21 08:00:00,IoT
609,20250121,2025-01-21,21,Tuesday,1,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,265,9,1538,607720,2025-01-21 08:00:00,IoT
610,20250122,2025-01-22,22,Wednesday,1,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,350,25,1855,744719,2025-01-22 08:00:00,IoT
611,20250123,2025-01-23,23,Thursday,1,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,305,15,1674,579380,2025-01-23 08:00:00,IoT
612,20250123,2025-01-23,23,Thursday,1,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,281,3,1398,531113,2025-01-23 08:00:00,IoT
613,20250124,2025-01-24,24,Friday,1,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,284,4,1697,832239,2025-01-24 08:00:00,IoT
614,20250124,2025-01-24,24,Friday,1,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,312,15,2066,809286,2025-01-24 08:00:00,IoT
615,20250125,2025-01-25,25,Saturday,1,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,310,6,1621,838138,2025-01-25 08:00:00,IoT
616,20250126,2025-01-26,26,Sunday,1,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,338,24,1901,888967,2025-01-26 08:00:00,IoT
617,20250126,2025-01-26,26,Sunday,1,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,300,8,1611,770138,2025-01-26 08:00:00,IoT
618,20250127,2025-01-27,27,Monday,1,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,255,3,1402,556869,2025-01-27 08:00:00,IoT
619,20250128,2025-01-28,28,Tuesday,1,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,360,5,2152,781260,2025-01-28 08:00:00,IoT
620,20250128,2025-01-28,28,Tuesday,1,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,275,14,1473,431484,2025-01-28 08:00:00,IoT
621,20250129,2025-01-29,29,Wednesday,1,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,368,10,1854,765969,2025-01-29 08:00:00,IoT
622,20250130,2025-01-30,30,Thursday,1,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,344,25,2024,801169,2025-01-30 08:00:00,IoT
623,20250130,2025-01-30,30,Thursday,1,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,317,25,1928,720703,2025-01-30 08:00:00,IoT
624,20250131,2025-01-31,31,Friday,1,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,334,8,1850,649497,2025-01-31 08:00:00,IoT
625,20250131,2025-01-31,31,Friday,1,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,346,20,1839,694349,2025-01-31 08:00:00,IoT
626,20250201,2025-02-01,1,Saturday,2,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,259,20,1430,427508,2025-02-01 08:00:00,IoT
627,20250202,2025-02-02,2,Sunday,2,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,329,8,1563,765267,2025-02-02 08:00:00,IoT
628,20250202,2025-02-02,2,Sunday,2,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,286,5,1322,434068,2025-02-02 08:00:00,IoT
629,20250203,2025-02-03,3,Monday,2,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,282,20,1568,660859,2025-02-03 08:00:00,IoT
630,20250204,2025-02-04,4,Tuesday,2,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,320,6,1809,718833,2025-02-04 08:00:00,IoT
631,20250204,2025-02-04,4,Tuesday,2,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,282,9,1433,593658,2025-02-04 08:00:00,IoT
632,20250205,2025-02-05,5,Wednesday,2,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,266,15,1508,899374,2025-02-05 08:00:00,IoT
633,20250206,2025-02-06,6,Thursday,2,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,272,22,1225,446037,2025-02-06 08:00:00,IoT
634,20250206,2025-02-06,6,Thursday,2,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,339,17,1453,757638,2025-02-06 08:00:00,IoT
635,20250207,2025-02-07,7,Friday,2,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,303,25,1542,718079,2025-02-07 08:00:00,IoT
636,20250207,2025-02-07,7,Friday,2,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,333,5,1620,586903,2025-02-07 08:00:00,IoT
637,20250208,2025-02-08,8,Saturday,2,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,286,15,1585,621119,2025-02-08 08:00:00,IoT
638,20250209,2025-02-09,9,Sunday,2,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,271,20,1491,513925,2025-02-09 08:00:00,IoT
639,20250209,2025-02-09,9,Sunday,2,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,317,17,1354,587675,2025-02-09 08:00:00,IoT
640,20250210,2025-02-10,10,Monday,2,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,326,8,1353,487456,2025-02-10 08:00:00,IoT
641,20250211,2025-02-11,11,Tuesday,2,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,283,17,1280,489958,2025-02-11 08:00:00,IoT
642,20250211,2025-02-11,11,Tuesday,2,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,335,23,1766,744888,2025-02-11 08:00:00,IoT
643,20250212,2025-02-12,12,Wednesday,2,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,338,9,1723,845250,2025-02-12 08:00:00,IoT
644,20250213,2025-02-13,13,Thursday,2,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,332,15,1984,937189,2025-02-13 08:00:00,IoT
645,20250213,2025-02-13,13,Thursday,2,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,298,7,1552,508547,2025-02-13 08:00:00,IoT
646,20250214,2025-02-14,14,Friday,2,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,299,3,1456,612629,2025-02-14 08:00:00,IoT
647,20250214,2025-02-14,14,Friday,2,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,358,21,1883,818053,2025-02-14 08:00:00,IoT
648,20250215,2025-02-15,15,Saturday,2,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,266,7,1509,841366,2025-02-15 08:00:00,IoT
649,20250216,2025-02-16,16,Sunday,2,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,356,11,1898,680996,2025-02-16 08:00:00,IoT
650,20250216,2025-02-16,16,Sunday,2,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,316,5,1502,798353,2025-02-16 08:00:00,IoT
651,20250217,2025-02-17,17,Monday,2,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,281,23,1549,449998,2025-02-17 08:00:00,IoT
652,20250218,2025-02-18,18,Tuesday,2,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,348,13,1840,729319,2025-02-18 08:00:00,IoT
653,20250218,2025-02-18,18,Tuesday,2,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,329,23,1361,518865,2025-02-18 08:00:00,IoT
654,20250219,2025-02-19,19,Wednesday,2,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,320,12,1599,700533,2025-02-19 08:00:00,IoT
655,20250220,2025-02-20,20,Thursday,2,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,334,19,1889,628423,2025-02-20 08:00:00,IoT
656,20250220,2025-02-20,20,Thursday,2,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,263,22,1672,805983,2025-02-20 08:00:00,IoT
657,20250221,2025-02-21,21,Friday,2,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,294,15,1510,651929,2025-02-21 08:00:00,IoT
658,20250221,2025-02-21,21,Friday,2,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,305,4,1843,849599,2025-02-21 08:00:00,IoT
659,20250222,2025-02-22,22,Saturday,2,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,305,25,1804,813099,2025-02-22 08:00:00,IoT
660,20250223,2025-02-23,23,Sunday,2,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,305,23,1401,655779,2025-02-23 08:00:00,IoT
661,20250223,2025-02-23,23,Sunday,2,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,307,11,1326,413521,2025-02-23 08:00:00,IoT
662,20250224,2025-02-24,24,Monday,2,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,343,24,1894,596973,2025-02-24 08:00:00,IoT
663,20250225,2025-02-25,25,Tuesday,2,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,322,22,1697,718159,2025-02-25 08:00:00,IoT
664,20250225,2025-02-25,25,Tuesday,2,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,310,7,1779,781845,2025-02-25 08:00:00,IoT
665,20250226,2025-02-26,26,Wednesday,2,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,272,5,1675,795989,2025-02-26 08:00:00,IoT
666,20250226,2025-02-26,26,Wednesday,2,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,295,3,1558,577425,2025-02-26 08:00:00,IoT
667,20250227,2025-02-27,27,Thursday,2,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,299,13,1515,747039,2025-02-27 08:00:00,IoT
668,20250228,2025-02-28,28,Friday,2,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,267,11,1304,493241,2025-02-28 08:00:00,IoT
669,20250228,2025-02-28,28,Friday,2,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,258,24,1209,448725,2025-02-28 08:00:00,IoT
670,20250301,2025-03-01,1,Saturday,3,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,310,25,1630,698904,2025-03-01 08:00:00,IoT
671,20250302,2025-03-02,2,Sunday,3,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,309,15,1567,504369,2025-03-02 08:00:00,IoT
672,20250302,2025-03-02,2,Sunday,3,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,346,23,1855,710002,2025-03-02 08:00:00,IoT
673,20250303,2025-03-03,3,Monday,3,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,302,22,1350,565389,2025-03-03 08:00:00,IoT
674,20250304,2025-03-04,4,Tuesday,3,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,272,25,1628,840116,2025-03-04 08:00:00,IoT
675,20250304,2025-03-04,4,Tuesday,3,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,319,18,1635,759869,2025-03-04 08:00:00,IoT
676,20250305,2025-03-05,5,Wednesday,3,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,261,23,1588,784503,2025-03-05 08:00:00,IoT
677,20250305,2025-03-05,5,Wednesday,3,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,275,15,1231,514047,2025-03-05 08:00:00,IoT
678,20250306,2025-03-06,6,Thursday,3,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,275,15,1315,389769,2025-03-06 08:00:00,IoT
679,20250307,2025-03-07,7,Friday,3,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,326,22,1497,773006,2025-03-07 08:00:00,IoT
680,20250307,2025-03-07,7,Friday,3,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,329,7,2013,826018,2025-03-07 08:00:00,IoT
681,20250308,2025-03-08,8,Saturday,3,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,282,9,1429,492143,2025-03-08 08:00:00,IoT
682,20250309,2025-03-09,9,Sunday,3,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,309,12,1303,576122,2025-03-09 08:00:00,IoT
683,20250309,2025-03-09,9,Sunday,3,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,257,7,1420,588289,2025-03-09 08:00:00,IoT
684,20250310,2025-03-10,10,Monday,3,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,280,6,1517,892206,2025-03-10 08:00:00,IoT
685,20250311,2025-03-11,11,Tuesday,3,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,306,16,1507,767084,2025-03-11 08:00:00,IoT
686,20250311,2025-03-11,11,Tuesday,3,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,335,7,1877,798531,2025-03-11 08:00:00,IoT
687,20250312,2025-03-12,12,Wednesday,3,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,274,22,1490,510527,2025-03-12 08:00:00,IoT
688,20250312,2025-03-12,12,Wednesday,3,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,303,18,1983,741668,2025-03-12 08:00:00,IoT
689,20250313,2025-03-13,13,Thursday,3,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,300,18,1391,398228,2025-03-13 08:00:00,IoT
690,20250314,2025-03-14,14,Friday,3,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,272,3,1557,616897,2025-03-14 08:00:00,IoT
691,20250314,2025-03-14,14,Friday,3,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,284,8,1403,507249,2025-03-14 08:00:00,IoT
692,20250315,2025-03-15,15,Saturday,3,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,302,10,1366,577219,2025-03-15 08:00:00,IoT
693,20250316,2025-03-16,16,Sunday,3,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,318,13,1588,699425,2025-03-16 08:00:00,IoT
